IXI002-Guys-0828-BrainSegmentation.nii.gz
3,0.937587,0.919213,0.957906,-0.0433429,0.0624129,0.0208749
4,0.922088,0.755213,0.860537,0.133502,0.0779125,0.19331
5,0.933349,0.758316,0.862548,0.151714,0.0666512,0.198269
6,0.946065,0.927339,0.9623,-0.0343198,0.0539345,0.0208989
IXI015-HH-1258-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.942369,0.891066,0.942395,-5.51221e-05,0.0576306,0.0575787
1,0.944909,0.848864,0.918255,0.0564175,0.0550907,0.106938
2,0.934807,0.888985,0.94123,-0.013743,0.0651934,0.0522574
3,0.956333,0.932995,0.965336,-0.0188282,0.0436668,0.0254896
4,0.944427,0.764052,0.866247,0.165561,0.0555733,0.199979
5,0.957355,0.753536,0.859447,0.204538,0.0426448,0.220293
6,0.919378,0.912991,0.954517,-0.0764395,0.0806217,0.00755218
IXI016-Guys-0697-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.939698,0.886155,0.939642,0.000120973,0.0603015,0.0604152
1,0.958496,0.839795,0.912923,0.0950934,0.0415041,0.128514
2,0.90409,0.874668,0.933144,-0.0642721,0.0959097,0.0358726
3,0.965667,0.932206,0.964913,0.00156136,0.0343327,0.0358393
4,0.943175,0.801485,0.889805,0.11317,0.0568253,0.157848
5,0.954107,0.743381,0.852804,0.212352,0.0458932,0.229053
6,0.936436,0.929704,0.963572,-0.0579552,0.0635639,0.00767289
IXI017-Guys-0698-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.947879,0.901035,0.947942,-0.000131749,0.0521208,0.0519959
1,0.954568,0.850242,0.91906,0.0743956,0.0454319,0.113901
2,0.928418,0.901547,0.948225,-0.0426672,0.0715818,0.0311053
3,0.974073,0.946937,0.972746,0.00272479,0.0259274,0.0285779
4,0.9554,0.824449,0.903779,0.108062,0.0445999,0.14255
5,0.952675,0.71208,0.83183,0.253695,0.0473252,0.261808
6,0.924486,0.915829,0.956065,-0.0683181,0.0755141,0.0101212
IXI019-Guys-0702-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.934126,0.876368,0.934111,3.08755e-05,0.0658743,0.0659032
1,0.970253,0.834849,0.909992,0.124217,0.0297469,0.143221
2,0.879946,0.860991,0.925304,-0.103093,0.120054,0.0244077
3,0.966004,0.919689,0.958165,0.0162301,0.0339962,0.0495483
4,0.927154,0.767811,0.868657,0.126185,0.0728463,0.182896
5,0.939455,0.715768,0.834341,0.223777,0.0605447,0.249618
6,0.95364,0.943129,0.970732,-0.0358471,0.0463602,0.0115511
IXI020-Guys-0700-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.94976,0.904332,0.949763,-7.42945e-06,0.0502404,0.0502334
1,0.951746,0.836623,0.911045,0.085529,0.048254,0.126318
2,0.93684,0.908618,0.952122,-0.0326239,0.0631601,0.0320899
3,0.970095,0.955396,0.977189,-0.0146263,0.0299051,0.0156117
4,0.951053,0.803023,0.890752,0.12681,0.0489466,0.162359
5,0.940443,0.751139,0.857886,0.175571,0.0595567,0.211346
6,0.928963,0.916587,0.956479,-0.0592403,0.0710374,0.0143256
IXI021-Guys-0703-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.943925,0.893903,0.94398,-0.000115661,0.0560749,0.0559657
1,0.943041,0.829972,0.907087,0.0762511,0.0569587,0.126226
2,0.930073,0.901697,0.948308,-0.0392123,0.0699273,0.0327277
3,0.970446,0.944301,0.971353,-0.00186908,0.0295544,0.0277388
4,0.952024,0.777048,0.874538,0.162783,0.0479757,0.191285
5,0.921377,0.678949,0.808779,0.244413,0.0786227,0.279296
6,0.916692,0.906966,0.951214,-0.0753188,0.0833084,0.0115624
IXI022-Guys-0701-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.943719,0.893494,0.943752,-6.91945e-05,0.056281,0.0562157
1,0.960427,0.847446,0.917424,0.0895497,0.0395728,0.121893
2,0.911736,0.888342,0.94087,-0.0639097,0.0882644,0.0280721
3,0.97259,0.941056,0.969633,0.0060818,0.0274096,0.0333068
4,0.932264,0.796702,0.88685,0.0974281,0.0677361,0.154346
5,0.927536,0.743735,0.853036,0.16064,0.0724638,0.210385
6,0.938117,0.922435,0.959653,-0.0459131,0.0618834,0.0177995
IXI023-Guys-0699-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.941692,0.889816,0.941696,-8.81584e-06,0.0583084,0.0583001
1,0.952062,0.835676,0.910483,0.0873439,0.0479385,0.127616
2,0.923212,0.895602,0.944926,-0.0470416,0.0767885,0.032313
3,0.972606,0.936496,0.967207,0.0111025,0.027394,0.0381327
4,0.953471,0.820755,0.901555,0.1089,0.0465286,0.145
5,0.931838,0.698786,0.822689,0.234267,0.0681618,0.263572
6,0.902669,0.894835,0.944499,-0.0926818,0.0973314,0.00960517
IXI024-Guys-0705-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.939783,0.886553,0.939866,-0.000174867,0.0602167,0.0600523
1,0.948059,0.842971,0.914796,0.0701716,0.0519408,0.116213
2,0.92035,0.893884,0.943969,-0.0513268,0.0796501,0.0311673
3,0.967547,0.931357,0.964459,0.00638235,0.0324535,0.038609
4,0.943508,0.77276,0.871816,0.151968,0.0564925,0.18975
5,0.902752,0.64877,0.786975,0.256499,0.0972476,0.302482
6,0.912776,0.897068,0.945741,-0.0722323,0.0872244,0.0188222
IXI025-Guys-0852-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.950655,0.905941,0.95065,1.14376e-05,0.0493449,0.0493558
1,0.956075,0.862826,0.926362,0.0621558,0.0439248,0.101559
2,0.939848,0.911891,0.953915,-0.0299361,0.0601523,0.0315894
3,0.961222,0.940181,0.969168,-0.0165348,0.0387785,0.0227524
4,0.935712,0.753282,0.859282,0.163363,0.0642876,0.205605
5,0.956738,0.825904,0.904652,0.108883,0.0432616,0.142056
6,0.949632,0.939031,0.968557,-0.039856,0.0503675,0.0117494
IXI026-Guys-0696-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.943461,0.893039,0.943498,-7.65583e-05,0.0565386,0.0564664
1,0.944713,0.844837,0.915894,0.0610124,0.0552867,0.11122
2,0.921845,0.891341,0.942549,-0.0449188,0.0781549,0.0357954
3,0.97034,0.938851,0.968461,0.00387319,0.0296595,0.0334106
4,0.959844,0.805937,0.892542,0.140235,0.0401563,0.16594
5,0.942959,0.715899,0.83443,0.230188,0.057041,0.251695
6,0.932609,0.919715,0.958179,-0.0548342,0.0673909,0.0148104
IXI027-Guys-0710-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.944329,0.894675,0.94441,-0.000172445,0.0556713,0.0555085
1,0.951127,0.809793,0.894901,0.11823,0.0488729,0.155048
2,0.908391,0.88265,0.937668,-0.0644582,0.091609,0.0311058
3,0.972017,0.949928,0.974321,-0.00474031,0.0279828,0.0233642
4,0.953783,0.830215,0.907232,0.0976129,0.0462169,0.134986
5,0.960964,0.862678,0.926277,0.0721907,0.0390364,0.105992
6,0.967142,0.954308,0.97662,-0.0195999,0.0328579,0.0137145
IXI028-Guys-1038-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.946449,0.898163,0.94635,0.000209896,0.0535509,0.0537495
1,0.97385,0.887419,0.940352,0.0687961,0.0261497,0.0909188
2,0.893373,0.862935,0.926425,-0.0739935,0.106627,0.0379833
3,0.969294,0.921073,0.958915,0.021415,0.0307061,0.0512435
4,0.900862,0.827505,0.905612,-0.0105451,0.0991383,0.0895883
5,0.97123,0.926471,0.961832,0.019352,0.0287703,0.0473855
6,0.97976,0.967065,0.983257,-0.00713859,0.0202403,0.0132211
IXI029-Guys-0829-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.933621,0.875341,0.933527,0.000201472,0.0663787,0.0665667
1,0.946793,0.801707,0.889942,0.120093,0.0532067,0.160469
2,0.886143,0.850546,0.919238,-0.0746933,0.113857,0.0450997
3,0.964408,0.928148,0.962735,0.00346812,0.0355924,0.0389313
4,0.96113,0.802551,0.890461,0.147053,0.0388703,0.170527
5,0.975432,0.902336,0.948661,0.0548902,0.0245684,0.0766797
6,0.958156,0.950486,0.974615,-0.0343555,0.0418443,0.00835106
IXI030-Guys-0708-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.943979,0.893719,0.943877,0.000215387,0.0560212,0.0562245
1,0.944598,0.811896,0.896184,0.102508,0.0554017,0.14751
2,0.930287,0.907085,0.951279,-0.0451304,0.069713,0.0267596
3,0.974231,0.952932,0.975899,-0.00342391,0.0257691,0.0224277
4,0.949572,0.767739,0.868611,0.170521,0.0504277,0.199628
5,0.897536,0.679984,0.809512,0.196145,0.102464,0.262788
6,0.909753,0.896506,0.945429,-0.0784299,0.0902469,0.0159829
IXI031-Guys-0797-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.951191,0.906789,0.951116,0.000157822,0.0488088,0.0489589
1,0.950414,0.855089,0.921884,0.0600365,0.0495859,0.104982
2,0.934048,0.905484,0.950398,-0.0350084,0.0659517,0.0326695
3,0.97191,0.954442,0.97669,-0.00983676,0.0280904,0.0184827
4,0.959386,0.784673,0.879347,0.166856,0.0406139,0.188366
5,0.945985,0.749882,0.857066,0.187994,0.0540145,0.216574
6,0.943289,0.92835,0.962844,-0.0414605,0.0567107,0.0167735
IXI033-HH-1259-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.948038,0.901196,0.948031,1.47139e-05,0.0519624,0.0519763
1,0.952333,0.844742,0.915838,0.0766447,0.0476668,0.117964
2,0.937803,0.901133,0.947996,-0.0217364,0.0621967,0.0415882
3,0.959771,0.944568,0.971494,-0.0244294,0.0402293,0.0164928
4,0.958679,0.793119,0.884625,0.154492,0.0413209,0.178809
5,0.932666,0.769389,0.869666,0.135097,0.0673337,0.185362
6,0.940013,0.931662,0.964622,-0.0523584,0.0599868,0.00944615
IXI034-HH-1260-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.939539,0.886026,0.939569,-6.52427e-05,0.0604615,0.0604002
1,0.937803,0.827544,0.905635,0.0686026,0.0621972,0.124399
2,0.933428,0.887638,0.940475,-0.0150999,0.0665723,0.0523704
3,0.947684,0.928844,0.963109,-0.0325532,0.0523157,0.0209551
4,0.948707,0.763598,0.865955,0.174453,0.0512929,0.203519
5,0.943588,0.741941,0.851855,0.194434,0.0564119,0.223622
6,0.935832,0.920725,0.958727,-0.0489296,0.0641682,0.01723
IXI035-IOP-0873-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.944799,0.895701,0.944981,-0.000385005,0.0552006,0.0548367
1,0.937221,0.841134,0.913713,0.0501651,0.0627794,0.108645
2,0.934114,0.881412,0.936969,-0.00611287,0.0658862,0.0601585
3,0.961193,0.938058,0.968039,-0.0142459,0.0388075,0.0250162
4,0.902372,0.797124,0.88711,0.0338244,0.0976284,0.127643
5,0.899023,0.806112,0.892649,0.0141794,0.100977,0.113635
6,0.954853,0.944976,0.97171,-0.0353072,0.045147,0.010828
IXI036-Guys-0736-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.950489,0.905752,0.950546,-0.000119449,0.049511,0.0493975
1,0.917527,0.814873,0.897994,0.0425772,0.0824729,0.120724
2,0.951371,0.915363,0.955812,-0.00933424,0.0486286,0.0397066
3,0.982882,0.960205,0.979698,0.00647732,0.0171184,0.0234643
4,0.91669,0.854256,0.9214,-0.010276,0.0833096,0.073841
5,0.920437,0.795202,0.885919,0.0750041,0.0795626,0.146104
6,0.925003,0.913253,0.95466,-0.0641244,0.0749974,0.0137174
IXI037-Guys-0704-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.940752,0.88855,0.940987,-0.000497911,0.0592476,0.0587791
1,0.955175,0.85002,0.918931,0.0758895,0.0448254,0.114663
2,0.909354,0.885149,0.939076,-0.0653693,0.0906461,0.0291937
3,0.970554,0.932063,0.964837,0.0117799,0.0294464,0.0408125
4,0.928427,0.775504,0.873559,0.118195,0.0715731,0.175185
5,0.93147,0.693606,0.819088,0.2413,0.0685301,0.269096
6,0.93483,0.914922,0.955571,-0.0443748,0.0651702,0.022746
IXI038-Guys-0729-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.946969,0.899395,0.947033,-0.000135001,0.0530307,0.0529029
1,0.946126,0.823989,0.903502,0.0901013,0.053874,0.135446
2,0.93177,0.905986,0.950674,-0.0405785,0.0682305,0.0296376
3,0.975143,0.954204,0.976565,-0.00291687,0.024857,0.0220085
4,0.945948,0.809433,0.894681,0.108392,0.0540521,0.151314
5,0.934047,0.74468,0.853658,0.172131,0.0659528,0.21399
6,0.918465,0.906533,0.950975,-0.0707917,0.0815346,0.014129
IXI039-HH-1261-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.945476,0.896584,0.945473,6.76591e-06,0.0545242,0.0545306
1,0.951862,0.867365,0.928972,0.0480948,0.0481379,0.0928424
2,0.936736,0.897271,0.945854,-0.0194674,0.0632637,0.0448487
3,0.95666,0.925592,0.961359,-0.00982309,0.0433401,0.0338964
4,0.943447,0.788617,0.881817,0.130647,0.0565532,0.172254
5,0.941402,0.733375,0.846181,0.202296,0.0585977,0.231546
6,0.935071,0.926594,0.961899,-0.0573814,0.0649291,0.00968861
IXI040-Guys-0724-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.949818,0.904383,0.949791,5.60828e-05,0.0501821,0.0502354
1,0.958016,0.857565,0.923322,0.0724304,0.0419837,0.108948
2,0.928182,0.90347,0.949287,-0.045476,0.0718177,0.0286256
3,0.9717,0.943479,0.970918,0.00161106,0.0282995,0.0298638
4,0.941351,0.813724,0.897296,0.0935989,0.0586491,0.142819
5,0.951457,0.752846,0.858998,0.194351,0.0485431,0.217082
6,0.944741,0.934585,0.966186,-0.0453987,0.0552587,0.0113724
IXI041-Guys-0706-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.94816,0.901392,0.948139,4.36561e-05,0.0518402,0.0518816
1,0.947658,0.849753,0.918775,0.0609567,0.0523421,0.1084
2,0.934664,0.904094,0.949632,-0.0320268,0.0653357,0.0349142
3,0.971981,0.949574,0.974135,-0.00443119,0.0280186,0.023702
4,0.948135,0.800549,0.889228,0.12426,0.0518646,0.162789
5,0.930292,0.691485,0.817607,0.242259,0.0697075,0.270729
6,0.924043,0.910783,0.953309,-0.0633433,0.0759574,0.015511
IXI042-Guys-0725-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.942898,0.891994,0.942914,-3.41089e-05,0.057102,0.0570699
1,0.945381,0.826318,0.9049,0.0856381,0.0546195,0.132256
2,0.930729,0.901171,0.948017,-0.037148,0.0692708,0.0340417
3,0.97114,0.945938,0.972218,-0.0022203,0.0288603,0.0267017
4,0.940991,0.817629,0.899666,0.0878345,0.0590086,0.138183
5,0.923646,0.630581,0.773443,0.325239,0.076354,0.334741
6,0.905197,0.892437,0.943162,-0.0838813,0.0948027,0.0155497
IXI043-Guys-0714-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.947722,0.90061,0.947706,3.22243e-05,0.0522784,0.0523089
1,0.93891,0.83358,0.909238,0.0632062,0.0610899,0.118617
2,0.94401,0.917899,0.957192,-0.027929,0.0559903,0.0292516
3,0.975067,0.951243,0.975012,0.000112645,0.0249327,0.0250425
4,0.937044,0.789135,0.882141,0.117182,0.0629562,0.166684
5,0.891738,0.636368,0.777781,0.255585,0.108262,0.310351
6,0.91272,0.89653,0.945442,-0.0717039,0.0872804,0.0194012
IXI044-Guys-0712-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.946581,0.8986,0.946592,-2.37922e-05,0.053419,0.0533965
1,0.974557,0.866249,0.928332,0.0948641,0.0254428,0.113707
2,0.90996,0.887377,0.940329,-0.0667479,0.0900404,0.0272054
3,0.967392,0.931456,0.964512,0.00595398,0.0326082,0.038351
4,0.924029,0.796072,0.886459,0.0813182,0.0759706,0.148175
5,0.961569,0.874866,0.933257,0.0588859,0.0384314,0.0934347
6,0.949025,0.941222,0.969721,-0.0436147,0.0509747,0.00866051
IXI045-Guys-0713-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.949452,0.903626,0.949373,0.00016623,0.0505477,0.0507055
1,0.942972,0.835879,0.910604,0.0686521,0.0570279,0.119617
2,0.936839,0.909721,0.952727,-0.0339185,0.0631613,0.0308369
3,0.974505,0.952814,0.975837,-0.0027328,0.0254947,0.0228279
4,0.968141,0.791335,0.883514,0.174823,0.0318591,0.187507
5,0.934045,0.749646,0.856912,0.16516,0.0659546,0.208454
6,0.922035,0.91123,0.953554,-0.0683673,0.0779649,0.0126968
IXI046-Guys-0824-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.948889,0.902915,0.948981,-0.000193609,0.0511108,0.0509271
1,0.938243,0.84699,0.917157,0.0449471,0.0617572,0.103002
2,0.939808,0.905879,0.950616,-0.0229992,0.0601919,0.0383256
3,0.971408,0.952133,0.97548,-0.00838251,0.0285917,0.0204146
4,0.953064,0.808287,0.893981,0.123985,0.046936,0.158204
5,0.928016,0.681089,0.810295,0.253705,0.0719836,0.280922
6,0.932325,0.918963,0.957771,-0.0545857,0.0676752,0.0153556
IXI048-HH-1326-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.934089,0.876238,0.934037,0.00011152,0.0659106,0.0660147
1,0.949785,0.851888,0.920021,0.0626755,0.0502146,0.107934
2,0.901368,0.849687,0.918736,-0.0385368,0.0986321,0.0632138
3,0.95601,0.91419,0.955171,0.00175501,0.0439896,0.0456659
4,0.885979,0.758922,0.86294,0.0520071,0.114021,0.158931
5,0.929334,0.780942,0.876999,0.112629,0.0706664,0.169756
6,0.945485,0.930245,0.963862,-0.0388724,0.0545146,0.0170328
IXI049-HH-1358-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.944044,0.89409,0.944084,-8.52688e-05,0.0559561,0.0558756
1,0.941989,0.86404,0.927062,0.0316919,0.0580114,0.0873992
2,0.937158,0.887133,0.940192,-0.00647389,0.062842,0.0567552
3,0.95261,0.9313,0.964428,-0.0248115,0.0473897,0.023457
4,0.956291,0.7593,0.863184,0.194725,0.0437092,0.213401
5,0.966463,0.730948,0.844564,0.252258,0.033537,0.250029
6,0.936486,0.925424,0.961268,-0.0529253,0.0635141,0.0126031
IXI050-Guys-0711-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.949822,0.903479,0.949292,0.00111611,0.0501778,0.0512373
1,0.976267,0.862914,0.926413,0.102132,0.0237325,0.118597
2,0.925244,0.904294,0.949742,-0.0529533,0.0747556,0.0244284
3,0.961888,0.946021,0.972262,-0.0215704,0.0381122,0.0171376
4,0.937109,0.757573,0.862067,0.160156,0.0628912,0.201847
5,0.957572,0.725453,0.840884,0.243716,0.042428,0.250454
6,0.944971,0.932828,0.965247,-0.042913,0.0550292,0.0135885
IXI051-HH-1328-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.944386,0.89458,0.944357,6.16634e-05,0.0556138,0.055672
1,0.940546,0.851265,0.919658,0.0444172,0.0594542,0.100323
2,0.943528,0.898728,0.946663,-0.00664721,0.0564725,0.0501798
3,0.963526,0.940996,0.969601,-0.01261,0.0364737,0.0242466
4,0.907413,0.797605,0.887409,0.0440898,0.0925875,0.131732
5,0.881906,0.665449,0.799122,0.187737,0.118094,0.269453
6,0.917826,0.90175,0.948337,-0.0664855,0.0821739,0.0190535
IXI052-HH-1343-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.942008,0.891212,0.942477,-0.000996417,0.0579922,0.0570531
1,0.941971,0.829017,0.906516,0.0752782,0.0580288,0.126366
2,0.933119,0.891441,0.942605,-0.0203316,0.0668806,0.0477139
3,0.952519,0.935258,0.966546,-0.0294533,0.0474812,0.019007
4,0.953838,0.733662,0.846373,0.225332,0.0461625,0.239329
5,0.927205,0.84236,0.914436,0.0275442,0.0727948,0.097987
6,0.937927,0.92157,0.959184,-0.0453284,0.062073,0.0185724
IXI053-Guys-0727-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.948116,0.901435,0.948163,-9.96221e-05,0.0518842,0.0517898
1,0.969791,0.854868,0.921756,0.0990628,0.0302089,0.121745
2,0.911096,0.891524,0.942652,-0.0692705,0.0889044,0.0235279
3,0.969008,0.937867,0.967937,0.00220933,0.0309923,0.0331308
4,0.932332,0.784003,0.878925,0.114565,0.0676683,0.168694
5,0.976758,0.900563,0.94768,0.0595404,0.0232416,0.0797169
6,0.964194,0.950112,0.974418,-0.021207,0.0358058,0.015139
IXI054-Guys-0707-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.94821,0.901295,0.948086,0.000262216,0.0517901,0.0520387
1,0.960882,0.841429,0.913887,0.097817,0.0391176,0.128726
2,0.932169,0.909321,0.952507,-0.0436367,0.0678313,0.0262472
3,0.972028,0.950031,0.974375,-0.00483078,0.0279724,0.0232654
4,0.926219,0.801488,0.889806,0.0786258,0.0737813,0.143851
5,0.948959,0.75429,0.859938,0.187618,0.0510414,0.213814
6,0.919335,0.909382,0.95254,-0.0722378,0.0806649,0.0117656
IXI055-Guys-0730-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.947382,0.900043,0.947392,-2.09919e-05,0.0526175,0.0525976
1,0.959227,0.858527,0.923879,0.0737017,0.0407729,0.108957
2,0.927953,0.900703,0.947758,-0.0426845,0.0720469,0.0315739
3,0.970615,0.94359,0.970976,-0.000744464,0.0293851,0.0286622
4,0.933976,0.783706,0.878739,0.118283,0.0660243,0.170329
5,0.947756,0.7264,0.84152,0.224184,0.0522439,0.2433
6,0.92224,0.912907,0.954471,-0.069897,0.07776,0.0109637
IXI056-HH-1327-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.950786,0.906172,0.950777,1.88731e-05,0.0492143,0.0492322
1,0.96138,0.8631,0.926521,0.0725194,0.0386201,0.105899
2,0.943544,0.915799,0.956049,-0.0265055,0.0564557,0.0311106
3,0.966588,0.941666,0.969957,-0.00697,0.0334119,0.0266512
4,0.907921,0.79504,0.885819,0.0486885,0.0920786,0.135233
5,0.895024,0.721515,0.838233,0.126904,0.104976,0.211781
6,0.930938,0.9141,0.955122,-0.0519559,0.0690616,0.0194038
IXI057-HH-1342-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.944455,0.894794,0.944476,-4.56151e-05,0.0555451,0.055502
1,0.951911,0.845657,0.916375,0.0746622,0.048089,0.116603
2,0.939199,0.90258,0.948796,-0.0204367,0.0608012,0.041409
3,0.95159,0.931094,0.964318,-0.0267499,0.0484098,0.0226099
4,0.942041,0.757097,0.861759,0.170443,0.0579591,0.205915
5,0.951102,0.782695,0.878103,0.153503,0.0488982,0.184489
6,0.926966,0.913278,0.954674,-0.0597825,0.0730343,0.0159104
IXI058-Guys-0726-BrainSegmentation.nii.gz
Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
All,0.947504,0.90022,0.94749,2.84784e-05,0.0524963,0.0525233
1,0.929063,0.810452,0.895303,0.0726739,0.0709374,0.136089
2,0.9312,0.888337,0.940867,-0.0207634,0.0688004,0.0492627
